Name,유동비율,당좌비율,이자보상비율,고정장기적합률,부채비율,자기자본비율,차입금의존도,차입금비율,현금및현금성자산구성비율,유형자산구성비율,무형자산구성비율,차입부채조달금리(평균),차입부채조달금리(기말),차입부채/영업이익,현금흐름/총자산,현금흐름/총자본,현금흐름/총부채,현금흐름/총차입부채,현금흐름/영업수익,유보율,유보액/총자산,매출총이익률,영업이익률,총자산순이익률,투하자본수익률,EBITDA마진율,당기순이익률,ROA(영업이익),ROE(영업이익),총자산회전율( ROA 유사),총부채회전율,총자본회전율,주가수익비율(PER),주가장부가비율(PBR),주가매출액비율(PSR),매출채권회전율,재고자산회전율,직원수,임원수,신용등급 (채권),최대주주등 보유비율,총자산대비CFPS,감사의견
한화생명,0,0,0,0,11.19049782,0.082031104,0.042712138,0.520682221,,,,,,5.168243575,0.008968232,0.109327212,0.009769647,0.209969167,0.053990786,1.808868584,0.04801771,,0.082147387,0.007635856,0.410086833,0.098906126,0.075900244,0.008264343,0.100746455,0.166106712,0.180950261,2.024923506,0,130.9610797,0,,,"2,576",18,5,45,0.013023156,적정의견
JB금융지주,0,0,0,0,12.03436948,0.076720243,0.183729089,2.394792829,,,,,,14.62896308,0.010649725,0.138812445,0.011534667,0.057964281,0.236320626,3.236610506,0.056525348,,0.372870292,0.009316536,0.916936587,0.422374492,0.276597268,0.012559269,0.163702158,0.045064727,0.048809396,0.587390306,0,107.3360277,0,,,86,3,4,15,-0.019634498,적정의견
효성,1.221153201,0.775121679,0.072854464,0.906598039,0.757149861,0.569103423,0.232777088,0.409024228,,,,,,1.910683223,0.103078611,0.181124567,0.239218913,0.44282112,0.153145813,24.31788545,0.487271868,,0.181003975,0.102814665,0.261535744,0.21031753,0.152753663,0.121829242,0.214072235,0.673074954,1.56203365,1.182693561,0,9.726238978,0,,,676,9,6,55,-0.008133559,적정의견
DGB금융지주,0,0,0,0,12.57697384,0.073654116,0.197007802,2.674769777,,,,,,22.60749998,0.007251245,0.098449958,0.007827794,0.03680689,0.119892326,5.501425197,0.05416055,,0.349829294,0.006446471,0.506593442,0.405839304,0.258789906,0.008714267,0.118313382,0.060481307,0.065290199,0.821153122,0,155.1236283,0,,,126,3,4,13,-0.008848636,적정의견
코리안리,0,0,0,0,4.192866917,0.192571852,0,0,,,,,,0,0.012357623,0.064171492,0.01530492,0,0.014848406,43.19359718,0.198204932,,0.023974961,0.01169193,1.344894824,0.025003503,0.018064834,0.015517085,0.080578159,0.83225248,1.030744943,4.321776371,0,85.52907777,0,,,410,10,4,19,0.034196316,적정의견
오리온홀딩스,2.029180473,1.702584971,0.030433672,0.847306413,0.281835342,0.7801314,0.070078311,0.089828855,,,,,,1.101414662,0.065083341,0.083426126,0.296010165,0.928723028,0.133715053,66.3351283,0.41875951,,0.130720359,0.045412727,0.062192368,0.228831723,0.093301376,0.063625729,0.081557708,0.486731594,2.213738541,0.62390976,0,22.02025863,0,,,10,13,2,64,0.103315676,적정의견
동양생명,0,0,0,0,11.18926614,0.082039393,0.008085524,0.098556609,,,,,,0.903191606,0.008013423,0.097677746,0.008729594,0.991082652,0.046840748,2.848251266,0.061933742,,0.075976995,0.007428408,3.176701727,0.08094201,0.063044845,0.00895217,0.109120378,0.171078032,0.186367509,2.085315659,0,134.6183398,0,,,944,13,5,75,0.005939487,적정의견
대신증권,0,0,0,0,7.57952127,0.11655662,0.528264765,4.532258788,,,,,,13.57916968,0.028874041,0.247725449,0.032683522,0.054658275,0.180799657,5.576693327,0.106536666,,0.650814594,0.027053386,1.317704068,0.680717104,0.452585334,0.038902582,0.333765532,0.159701857,0.180772034,1.370165477,0,36.9639502,0,,,"1,480",14,5,15,-0.063502145,적정의견
우리종금,0,0,0,0,7.601214203,0.116262655,0.176113673,1.514791429,,,,,,8.735104833,0.016148495,0.138896666,0.018272958,0.091693591,0.274722208,0.37290593,0.031590305,,0.342994111,0.015489942,6.833702996,0.354197585,0.263518732,0.020161598,0.173414224,0.058781179,0.066514309,0.50558951,0,64.55802226,0,,,264,5,3,59,-0.044190176,적정의견
쿠쿠홀딩스,2.944568057,2.439691468,0.000248223,0.715704789,0.207671649,0.828039642,0.002072877,0.002503355,,,,,,0.020747498,0.139600035,0.168591004,0.811815213,67.34603551,0.218207343,261.7747858,0.869305903,,0.156167835,0.135244771,0.8776088,0.162975502,0.211399676,0.099909723,0.12065814,0.639758647,3.720384477,0.77261838,0,7.394001231,0,,,51,6,2,65,0.095787395,적정의견
한화투자증권,0,0,0,0,5.304733924,0.158610976,0.526276656,3.318034284,,,,,,29.71723219,0.014125938,0.089060279,0.016788831,0.026841278,0.087137387,0.712737891,0.066295101,,0.407425987,0.012223444,1.317031522,0.451221317,0.281213768,0.017709478,0.111653544,0.162111102,0.192670806,1.022067362,0,81.81000089,0,,,"1,135",12,4,46,-0.103286772,적정의견
신영증권,0,0,0,0,6.426717381,0.134648991,0.420423167,3.122364038,,,,,,38.40681495,0.008971862,0.06663148,0.010367887,0.021340074,0.047085594,18.42805116,0.136651688,,0.404063131,0.008622779,0.809577044,0.438263544,0.318286451,0.010946577,0.081297135,0.190543664,0.220192341,1.415113944,0,115.971888,0,,,677,0,0,27,0.011356824,적정의견
유안타증권,0,0,0,0,8.648795655,0.103639878,0.40617509,3.919100448,,,,,,18.59485236,0.01206727,0.116434619,0.013462524,0.029709527,0.076904183,0.488324612,0.035261209,,0.42590515,0.010236437,1.026203545,0.461602907,0.199591099,0.021843416,0.210762655,0.156913047,0.17505581,1.514021927,0,97.6902388,0,,,"1,750",12,2,57,-0.015077848,적정의견
미래에셋생명,0,0,0,0,21.07889801,0.045292116,0.011873068,0.262144263,,,,,,4.68142228,0.003050205,0.067345172,0.00319491,0.256901187,0.036259631,1.294637495,0.030540472,,0.061506757,0.001883106,0.416112306,0.089810615,0.04566804,0.00253621,0.055996714,0.084121245,0.088112025,1.857304379,0,531.0376505,0,,,796,16,3,47,-0.010679228,적정의견
한화손해보험,0,0,0,0,12.89779666,0.071953852,0.023637782,0.328513095,,,,,,3.569843469,0.009369906,0.130221051,0.01009638,0.396395315,0.02378069,1.429904837,0.041145092,,0.021890675,0.004676728,0.174775872,0.032986805,0.01546122,0.006621518,0.09202451,0.394013216,0.424562094,5.475915561,0,213.8246861,0,,,"2,942",14,4,52,0.038229911,적정의견
롯데손해보험,0,0,0,0,17.87302787,0.052985669,0.016873946,0.318462451,,,,,,2.465966724,0.007607207,0.143571025,0.008032832,0.450825598,0.040586424,2.232483446,0.03663549,,0.056907096,0.006338997,0.982183634,0.067454075,0.052717831,0.006842731,0.129143045,0.187432297,0.197919177,3.537414974,0,157.7536624,0,,,"1,199",7,1,77,-0.002466804,적정의견
한국자산신탁,0,0,0,0,0.489128584,0.671533681,0.242097337,0.360514065,,,,,,2.069753647,0.087643444,0.130512358,0.266826275,0.362017382,0.521528604,12.90333166,0.63247363,,0.696033356,0.084972035,15.44246974,0.711929768,0.505632191,0.116969156,0.174182114,0.168051078,0.511623472,0.250249664,0,11.76857775,0,,,208,6,4,54,-0.072655159,적정의견
교보증권,0,0,0,0,7.23254096,0.12146918,0.306742946,2.525273868,,,,,,18.98626141,0.013192113,0.108604612,0.015016107,0.043007063,0.067389105,3.333474009,0.09383637,,0.430226411,0.01248213,1.557435287,0.449132864,0.332392057,0.016156048,0.133005325,0.195760326,0.222826931,1.611604906,0,80.11453232,0,,,997,12,3,73,-0.099089041,적정의견
우리기술투자,0,0,0,0,0.268025747,0.78862752,0.003880904,0.004921086,,,,,,0.004519264,0.671423085,0.851381759,3.176492441,173.0068944,0.751940206,16.40302412,0.746407935,,0.982148257,0.671104316,5.57731814,0.982512833,0.767541548,0.858746912,1.088913194,0.892920846,4.22439499,1.132246622,0,1.490081313,0,,,12,4,3,31,0.034707854,적정의견
한국토지신탁,0,0,0.000331961,0,0.679764432,0.595321571,0.283287636,0.475856494,,,,,,5.448160263,0.08670822,0.145649384,0.214264497,0.306078379,0.661920547,3.225903406,0.473151383,,0.396938602,0.081323954,66.30517385,0.44094228,0.62081768,0.051996935,0.087342602,0.130994907,0.323701233,0.220040585,0,12.29649998,0,,,245,7,4,35,0.009239892,적정의견
HDC,1.645668964,1.270433711,0.197699578,0.62393553,1.216840778,0.451092388,0.28679623,0.635781577,,,,,,8.285414186,0.023568377,0.05224734,0.042936874,0.082178128,0.052523034,7.401494634,0.207566246,,0.077139947,0.021614562,4.527339888,0.105935535,0.048168882,0.034614592,0.076735039,0.4487246,0.817486568,0.994750991,0,46.26510516,0,,,11,6,2,39,0.022586416,적정의견
