Name,총자산대비현금,매출채권회전율,매출총이익률,대손률,총자산대비매출채권,총자산대비금융자산,총자산대비단기금융자산,금융자산수익률,단기금융자산수익률,총자산대비유가증권,유가증권수익률,유형자산감가상각률,총자산대비유형자산,무형자산상각률,총자산대비무형자산,개발비계상비율,재고자산회전율,매출원가율,총자산대비재고,유효이자율,단기유효이자율,총자산대비차입금,역마진여부,단기역마진여부,감사의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)솔브레인저축은행,0.000198014,0,0.668378259,0,0,0,0,0,0,0,0,0.270541334,0.000446962,0.509498008,0.000643178,1,0,0.331621741,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)BNK투자증권,0.047013934,0,1,0,0,0,0,0,0,0,0,0.549920475,0.001756781,0.179277561,0.001137944,1,0,0,0,0,0,0.573003421,0,0,적정의견
(주)솔본인베스트먼트,0.013295067,0,0.149240635,0,0,0,0,0,0,0,0,0.084636678,0.006534778,0,0,0,0,0.850759365,0,0.044426036,0,0.200331878,-0.044426036,0,적정의견
비씨카드주식회사,0.083001973,0,1,0,0,0,0,0,0,0,0,0.131164581,0.073096419,0.255982534,0.02971721,1,0,0,0,1.89875E-05,0,0.159668517,-1.89875E-05,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
씨티그룹글로벌마켓증권주식회사,0.452611155,0,1,0,0,0,0,0,0,0,0,0.542860223,0.006534785,0.034962677,0.001649276,0,0,0,0,0,0,0,0,0,적정의견
삼성선물주식회사,0.000144946,0,0.670498659,0,0,0,0,0,0,0,0,1.627743494,0.000444934,0.175132027,0.000911035,1,0,0.329501331,0,0,0,0,0,0,적정의견
삼성자산운용(주),0.085486609,0,1,0,0,0,0,0,0,0,0,3.712244971,0.002474151,0.098387919,0.038984953,0,0,0,0,0,0,0.202371698,0,0,적정의견
삼성투자신탁운용주식회사,0.085486609,0,1,0,0,0,0,0,0,0,0,3.712244971,0.002474151,0.098387919,0.038984953,0,0,0,0,0,0,0.202371698,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주식회사머스트삼일저축은행,0.001140056,0,0.679938841,0,0,0,0,0,0,0,0,0.08521023,0.021585016,0.440159499,0.000930636,1,0,0.320061159,0,0,0,0,0,0,적정의견
(주)삼정저축은행,0.059711463,0,0.67642683,0,0,0,0,0,0,0,0,0.090274399,0.023887605,0.785721366,0.000341291,1,0,0.32357317,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)한화저축은행,0.060433324,0,0.67297408,0,0,0,0,0,0,0,0,0.205365723,0.002409469,0.407822911,0.000808981,0,0,0.32702592,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
서울보증보험주식회사,0.030080104,0,0.958983259,0,0,0,0,0,0,0,0,0,0.018142716,0,0.005602222,1,0,0.041016741,0,0,0,0.004294221,0,0,적정의견
서울외국환중개주식회사,0.041063807,14.3824223,1,-0.000126241,0.029262725,0,0.761756745,0,0.012199682,0,0,0.730062513,0.04042052,0.511350417,0.024675059,1,0,0,0,0,0,0,0,0.012199682,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
(주)소프트뱅크벤처스,0.128352919,0,0.994644372,0,0,0,0,0,0,0,0,0.251250373,0.004776337,0.821007641,0.000272043,0,0,0.005355628,0,0,0,0,0,0,적정의견
주식회사스마트로,0.591430231,18.16253613,0.05821352,-0.024208433,0.065494643,0,0.111454398,0,0.028154052,0,0,0.177240106,0.032814682,0,0.051604031,0,47.83590545,0.94178648,0.023419667,0.068216269,0,0.003441609,-0.068216269,0.028154052,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신한라이프생명보험주식회사,0.025191154,0,0.839262937,0,0,0,0,0,0,0,0,0,0.003284599,0,0.003304617,1,0,0.160737063,0,0,0,0.008740273,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신한자산운용주식회사,0.101344149,0,1,0,0,0,0,0,0,0,0,1.804348488,0.004191024,0,0.009443083,0,0,0,0,0,0,0.051144318,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아산저축은행,0.003705084,0,0.657471303,0,0,0,0,0,0,0,0,0.371537143,0.00376091,0.843525753,0.00048394,1,0,0.342528697,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)대명화학,0.072901015,11.05872755,0.340194211,0.000892473,0.05436376,0,0.030570954,0,0.05570858,0,0,0.049761619,0.416491781,0.03128675,0.135024825,0,3.463183337,0.659805789,0.114539499,0.014672643,0,0.483795551,-0.014672643,0.05570858,적정의견
아이엠엠인베스트먼트(주),0.218836821,0,0.940994105,0,0,0,0,0,0,0,0,0.395723812,0.003362342,0.052634963,0.000343871,0,0,0.059005895,0,0,0,0.364546912,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
(주)코오롱인베스트먼트,0.224883847,0,0.936405605,0,0,0,0,0,0,0,0,0.789816008,0.000538681,0,0,0,0,0.063594395,0,0.0237284,0,0.078911436,-0.0237284,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안국저축은행,0.003254909,0,0.664625089,0,0,0,0,0,0,0,0,0.140293192,0.013558416,0.355355166,0.000627047,0,0,0.335374911,0,0,0,0,0,0,적정의견
에셋플러스자산운용(주),0.059552819,0,1,0,0,0,0,0,0,0,0,0.075328399,0.347002512,0.16435791,0.007896998,0,0,0,0,0,0,0.191942093,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주식회사오성저축은행,0.003412189,0,0.697828849,0,0,0,0,0,0,0,0,0.091822754,0.041239955,0.431913116,0.001513193,0,0,0.302171151,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
와이비파트너스(주),0.08254136,0,1,0,0,0,0,0,0,0,0,0.042209607,0.330939347,0.426102787,0.000559032,0,0,0,0,0.055286936,0,0.338804685,-0.055286936,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)우리저축은행,0.000676532,0,0.535236696,0,0,0,0,0,0,0,0,0.042392395,0.105798531,0.538719846,0.000603438,0,0,0.464763304,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이트레이드증권(주),0.00499513,0,1,0,0,0,0,0,0,0,0,0.16147922,0.007544415,0.167028379,0.002867218,0,0,0,0,0,0,0.304264102,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)인천저축은행,0.00014927,0,0.709499438,0,0,0,0,0,0,0,0,0.109298552,0.014616314,0.421819848,0.00056839,1,0,0.290500562,0,0,0,0,0,0,적정의견
인터베스트(주),0.503157048,0,0.998004283,0,0,0,0,0,0,0,0,0.482169784,0.005894221,0.545584085,0.000513213,0,0,0.001995717,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
브이아이자산운용(주),0.394560202,0,1,0,0,0,0,0,0,0,0,0.748990214,0.029497982,0.135451385,0.010988796,0,0,0,0,0,0,0,0,0,적정의견
(주)에스앤티저축은행,0.000458497,0,0.614023734,0,0,0,0,0,0,0,0,0.091722152,0.011871636,0.422314163,0.000929984,0,0,0.385976266,0,0,0,0,0,0,적정의견
주식회사고려저축은행,0.034044184,0,0.800352317,0,0,0,0,0,0,0,0,0.400587209,0.001830852,0.268075177,0.00271616,0,0,0.199647683,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
국제저축은행,0.036271534,0,0.683605545,0,0,0,0,0,0,0,0,0.058316298,0.017598524,0.47447758,0.00055833,0,0,0.316394455,0,0,0,0,0,0,적정의견
주식회사그린씨앤에프대부,0.000210645,0,1,0,0,0,0,0,0,0,0,0.820960699,6.34305E-06,0.123180551,7.15518E-05,0,0,-0,0,0,0,0.610007533,0,0,적정의견
주식회사한국비즈니스금융,0.088131369,0,1,0,0,0,0,0,0,0,0,0.870839877,0.000155664,0.816360601,1.3947E-05,0,0,0,0,0,0,0.459855826,0,0,적정의견
(주)대명상호저축은행,0.002435507,0,0.655332544,0,0,0,0,0,0,0,0,0.059586242,0.016616931,0.422363268,0.000998229,0,0,0.344667456,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)대한저축은행,0.00012723,0,0.747747919,0,0,0,0,0,0,0,0,0.150023331,0.016583164,0.443255539,0.000522706,0,0,0.252252081,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)민국상호저축은행,0.026344163,0,0.699249833,0,0,0,0,0,0,0,0,0.077490164,0.022586758,0.497331679,0.00053326,0,0,0.300750167,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)HB저축은행,0.107950189,0,0.755891322,0,0,0,0,0,0,0,0,0.440533508,0.018331099,0.129127197,0.001636073,0,0,0.244108678,0,0,0,0,0,0,적정의견
주식회사키움저축은행,0.000130439,0,0.739888428,0,0,0,0,0,0,0,0,0.326792768,0.00307218,0.292177145,0.001999483,1,0,0.260111572,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주식회사상상인플러스저축은행,0.159275938,0,0.777955478,0,0,0,0,0,0,0,0,0.093449461,0.004450988,0.180882661,0.000725825,1,0,0.222044522,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)바로저축은행,0.000266012,0,0.721294159,0,0,0,0,0,0,0,0,0.682076158,0.000331902,0.367425707,0.001079104,1,0,0.278705841,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주식회사청주저축은행,0.000393581,0,0.737752612,0,0,0,0,0,0,0,0,0.316539602,0.004700692,0.46099088,0.000816238,0,0,0.262247388,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)참저축은행,0.00024606,0,0.746984439,0,0,0,0,0,0,0,0,0.035376208,0.093044068,0.530687615,0.001249933,1,0,0.253015561,0,0,0,0,0,0,적정의견
(주)안양저축은행,0.00120247,0,0.710822337,0,0,0,0,0,0,0,0,0.066608629,0.024980515,0.449870434,0.000453124,1,0,0.289177663,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주) 유니온상호저축은행,0.000256497,0,0.66795276,0,0,0,0,0,0,0,0,0.155856119,0.001683294,0.650605337,0.000653115,0,0,0.33204724,0,0,0,0,0,0,적정의견
(주)융창저축은행,0.000849292,0,0.689941373,0,0,0,0,0,0,0,0,0.067374995,0.094136958,0.580774355,0.000738971,1,0,0.310058627,0,0,0,0,0,0,적정의견
세람상호저축은행,0.003771757,0,0.789961876,0,0,0,0,0,0,0,0,0.074476721,0.018506641,0.452077291,0.001179926,0,0,0.210038124,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주식회사동원제일저축은행,0.001889511,0,0.705050053,0,0,0,0,0,0,0,0,0.205035113,0.010857034,0.37649258,0.000468269,1,0,0.294949947,0,0,0,0,0,0,적정의견
주식회사엠에스상호저축은행,0.000439931,0,0.683568005,0,0,0,0,0,0,0,0,0.071367097,0.015883463,0.421000842,0.000928043,1,0,0.316431995,0,0,0,0,0,0,적정의견
조흥저축은행,0.002007915,0,0.682286131,0,0,0,0,0,0,0,0,0.089529655,0.014361325,0.536605891,0.000695661,1,0,0.317713869,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주식회사스마트저축은행,0.000329004,0,0.799308285,0,0,0,0,0,0,0,0,0.196645379,0.011913112,0.292349116,0.001366687,1,0,0.200691715,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
에이치비인베스트먼트(주),0.04447066,0,0.990506284,0,0,0,0,0,0,0,0,0.155760756,0.020113926,0.098392855,0.008548807,0,0,0.009493716,0,0,0,0,0,0,적정의견
(주)오에스비저축은행,0.009009347,0,0.674109393,0,0,0,0,0,0,0,0,0.102553991,0.019187579,0.408921391,0.001042442,1,0,0.325890607,0,0,0,0,0,0,적정의견
유안타저축은행(주),9.39225E-05,0,0.675110761,0,0,0,0,0,0,0,0,0.572489996,0.000443464,0.50476185,0.000774807,0,0,0.324889239,0,0,0,0,0,0,적정의견
(주)상상인저축은행,0.080913566,0,0.797299418,0,0,0,0,0,0,0,0,0.079885233,0.010894936,0.312675875,0.000753578,1,0,0.202700582,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DH저축은행,0.000232278,0,0.6550999,0,0,0,0,0,0,0,0,0.140128972,0.05701535,0.436271439,0.000661465,1,0,0.3449001,0,0,0,0,0,0,적정의견
(주)흥국저축은행,0.000327729,0,0.673142376,0,0,0,0,0,0,0,0,0.100396305,0.011367715,0.417130227,0.000361024,1,0,0.326857624,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KB자산운용,0.057042377,0,1,0,0,0,0,0,0,0,0,1.400446049,0.006013196,0.107849681,0.013340804,1,0,0,0,0,0,0.193145459,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)센트럴저축은행,0.000391214,0,0.677331734,0,0,0,0,0,0,0,0,0.309088231,0.044941908,0.418229757,0.001198918,0,0,0.322668266,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
(주)진주저축은행,0.000758058,0,0.684024799,0,0,0,0,0,0,0,0,0.15904418,0.016729592,0,0.000907514,0,0,0.315975201,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
키움증권(주),0.022847481,0,1,0,0,0,0,0,0,0,0,0.431464309,0.003063994,0.136349381,0.002016121,0,0,0,0,0,0,0.331723729,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주식회사파트너스홀딩스,0.322605843,0,0.89713925,0,0,0,0,0,0,0,0,0.398008007,0.007781508,0,0,0,0,0.10286075,0,0.05533,0,0.018818392,-0.05533,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포스코기술투자주식회사,0.123612719,0,1,0,0,0,0,0,0,0,0,1.335701537,0.000769111,0.052265268,0.002434757,0,0,0,0,0,0,0.601558057,0,0,적정의견
푸르덴셜생명보험,0.017355072,0,0.358139806,0,0,0,0,0,0,0,0,0.184968473,0.002388255,0,0.001251604,0,0,0.641860194,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하나생명보험(주),0.025445736,0,0.635042138,0,0,0,0,0,0,0,0,0.284459582,0.001678088,0,0.001869101,1,0,0.364957862,0,0,0,0.008528108,0,0,적정의견
아프로파이낸셜대부(주),0.08949381,0,1,0,0,0,0,0,0,0,0,0.5070571,0.006573274,0.090632041,0.011022072,0,0,0,0,0,0,0.243615175,0,0,적정의견
플래티넘기술투자(주),0.084445045,0,0.988226555,0,0,0,0,0,0,0,0,0.14393643,0.00130309,0,0,0,0,0.011773445,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
(주)우리금융저축은행,0.000503613,0,0.722661809,0,0,0,0,0,0,0,0,0.267864397,0.003943002,0.295937136,0.001656644,1,0,0.277338191,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
한국자금중개주식회사,0.114513337,0,0.999771562,0,0,0,0,0,0,0,0,0.905977254,0.021103984,0.062956782,0.032746304,0,0,0.000228438,0,0,0,0,0,0,적정의견
한국전자금융(주),0.309814441,9.254623315,0.886570222,0,0.052697876,0,0.010164323,0,0.138925256,0,0,0.57175701,0.27766108,0,0.046281357,1,22.81154852,0.113429774,0.002425069,0.031585583,0,0.592127068,-0.031585583,0.138925256,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
한국증권금융주식회사,0.227488028,0,1,0,0,0,0,0,0,0,0,0.266561871,0.000524407,0.474542945,0.000260654,0,0,0,0,0,0,0.129908646,0,0,적정의견
한국투자신탁운용(주),0.003414646,0,1,0,0,0,0,0,0,0,0,0.33728128,0.036255666,0.314641769,0.021103372,0.455263612,0,0,0,0,0,0,0,0,적정의견
한국투자증권주식회사,0.02855733,0,1,0,0,0,0,0,0,0,0,0.30796974,0.005167683,0.028540587,0.004533415,0.916587078,0,0,0,0,0,0.496318039,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,적정의견
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
