Name,총자산대비현금,산업평균대비현금,매출채권회전율,매출총이익률,대손률,총자산대비매출채권,산업평균대비매출채권,총자산대비금융자산,총자산대비단기금융자산,금융자산수익률,단기금융자산수익률,총자산대비유가증권,유가증권수익률,산업평균대비유가증권,유형자산감가상각률,산업평균대비유형자산감가상각률,총자산대비유형자산,산업평균대비유형자산,무형자산상각률,산업평균대비무형자산상각률,총자산대비무형자산,개발비계상비율,산업평균대비무형자산,재고자산회전율,매출원가율,총자산대비재고,산업평균대비재고,유효이자율,단기유효이자율,총자산대비차입금,산업평균대비차입금,역마진여부,단기역마진여부,감사의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,의견거절(불확실성)
나무기술,0.103058885,-0.057280273,3.324863176,0.166343407,-0.002411207,0.330682207,0.24858773,0,0.147733575,0,0.008864006,0,0,0,0.156242106,-0.006925599,0.18496873,0.108880556,0.15667449,0.072361596,0.019974331,0.112783961,0.112783961,9.353846669,0.833656593,0.097989953,0.097807716,0.07142638,0,0.103198226,-0.014383331,-0.07142638,0.008864006,적정의견
파티게임즈,0.325496427,0.165157268,32.60369543,1,0.108862127,0.015449978,-0.066644499,0,0.068414186,0,0.039178346,0,0,0,0.302963647,0.139795942,0.060025095,-0.016063079,0.095794735,0.011481841,0.231007818,0,0,0,0,0.001803598,0.001621361,0.080136881,0,0.154461632,0.036880076,-0.080136881,0.039178346,의견거절(감사범위제한)
퓨전,0.013101876,-0.147237283,66.39454614,0.761277213,0,0.014017557,-0.068076919,0,0.163937268,0,0.162042337,0,0,0,1.29276458,1.129596875,0.049646628,-0.026441546,0.035973653,-0.048339241,0.004235742,0,0,8.956090434,0.238722787,0.024807337,0.024625101,1.343225321,0,0.040562782,-0.077018775,-1.343225321,0.162042337,의견거절(감사범위제한)
소프트캠프,0.108549005,-0.051790153,3.249444729,0.714360922,0.056584403,0.189642932,0.107548455,0,0.256096051,0,0.011632109,0,0,0,0.568802639,0.405634934,0.026319009,-0.049769165,0.659174744,0.57486185,0.007246445,0,0,0,0.285639078,0,-0.000182236,0.052953861,0,0.190781909,0.073200352,-0.052953861,0.011632109,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
솔트웍스,0.206575917,0.046236758,3.794455634,0.100087699,0.011445528,0.05417289,-0.027921587,0,0.121153992,0,0.04746677,0,0,0,0.045940249,-0.117227455,0.111163255,0.035075082,0.041123528,-0.043189366,0.103443384,0,0,1.685079418,0.899912301,0.109776985,0.109594748,0.105406815,0,0.317834714,0.200253158,-0.105406815,0.04746677,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
줌인터넷,0.231329141,0.070989982,10.8541952,1,0,0.049746727,-0.03234775,0,0.46043254,0,0.0166356,0,0,0,0.33094158,0.167773876,0.069468309,-0.006619864,0.059263301,-0.025049593,0.01358148,0,0,0,0,0,-0.000182236,0.036377231,0,0.067021709,-0.050559848,-0.036377231,0.0166356,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
스페이스솔루션,0.13036252,-0.029976638,4.485756072,0.217507464,0.018735042,0.458707775,0.376613298,0,0.281680467,0,0.006382203,0,0,0,0.181267855,0.018100151,0.044726733,-0.031361441,3.125,3.040687106,2.11431E-05,4.5342E-05,4.5342E-05,60.36057819,0.78249256,0.026674641,0.026492404,0,0,0,-0.117581557,0,0.006382203,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,의견거절(불확실성)
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
SNK,0.694561604,0.534222445,5.194938358,0.694888519,0.051760915,0.050387215,-0.031707261,0,0.130427265,0,0.027538234,0,0,0,0.519209375,0.35604167,0.021480864,-0.054607309,0.010485371,-0.073827524,0.016966568,0,0,39.60018313,0.305111481,0.002016797,0.00183456,0.055584054,0,0.014486738,-0.103094818,-0.055584054,0.027538234,적정의견
(주)미래엔,0.037592489,-0.122746669,5.226044944,0.237600098,0.003395152,0.156035009,0.073940533,0,0.066640575,0,0.00957511,0,0,0,0.041304749,-0.121862956,0.508033122,0.431944948,0.239822681,0.155509787,0.008306577,0,0,26.23599561,0.762399902,0.023696296,0.02351406,0.020376828,0,0.20455861,0.086977053,-0.020376828,0.00957511,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
국민일보(주),0.281739649,0.121400491,4.481114274,0.381763134,0.054289124,0.403182993,0.321088516,0,0.00758695,0,0.061920958,0,0,0,0.128914154,-0.03425355,0.019943846,-0.056144327,0.42528583,0.340972936,0.005137086,0,0,291.9975632,0.618236866,0.003825286,0.003643049,0,0,0,-0.117581557,0,0.061920958,적정의견
주식회사서울신문사,0.025963306,-0.134375853,6.085115012,0.39420482,0.000108587,0.033521174,-0.048573302,0,0,0,0,0,0,0,0.020461385,-0.14270632,0.928775501,0.852687327,0.297775059,0.213462164,0.000171153,0,0,223.1843084,0.60579518,0.000553669,0.000371432,0.034118556,0,0.244838897,0.127257341,-0.034118556,0,적정의견
(주)한국경제신문,0.108539305,-0.051799853,6.546103414,0.530545181,-0.000993219,0.101176455,0.019081978,0,0.159118018,0,0.035764889,0,0,0,0.01827412,-0.144893585,0.428681797,0.352593623,0.152486927,0.068174032,0.005510767,0,0,323.9510595,0.469454817,0.000959791,0.000777555,0.107835039,0,0.018073795,-0.099507761,-0.107835039,0.035764889,적정의견
케이씨씨정보통신(주),0.123400821,-0.036938337,7.497162631,0.061449801,-0.01432507,0.40109901,0.319004533,0,0.032681628,0,0.073108522,0,0,0,0.323922623,0.160754918,0.00911962,-0.066968554,0,-0.084312894,0.001239935,1,1,1525.778008,0.938550209,0.001849757,0.001667521,0,0,0,-0.117581557,0,0.073108522,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
(주)지학사,0.092020543,-0.068318615,2.339112716,0.309609142,0.138000828,0.269097011,0.187002534,0,0.140800003,0,0.020681637,0,0,0,0.073062102,-0.090105603,0.318670288,0.242582114,0.086225363,0.001912469,0.052583167,1,1,6.208023507,0.690390858,0.07000059,0.069818354,0.027425174,0,0.342290615,0.224709058,-0.027425174,0.020681637,적정의견
아이디스파워텔주식회사,0.076395381,-0.083943777,4.331138537,1,0.020553673,0.101247166,0.01915269,0,0.463374969,0,0.019832502,0,0,0,0.505758299,0.342590594,0.047886368,-0.028201806,0.370129785,0.28581689,0.046335548,0,0,0,0,0.046026824,0.045844588,0.021610352,0,0.005017842,-0.112563714,-0.021610352,0.019832502,적정의견
(주)매일방송,0.023416275,-0.136922884,6.186528108,0.222266941,0.002322733,0.099019674,0.016925198,0,0.228423352,0,0.012991478,0,0,0,0.008038749,-0.155128956,0.450346817,0.374258643,0,-0.084312894,0.003563938,0,0,0,0.777733059,0,-0.000182236,0.048949293,0,0.082194632,-0.035386924,-0.048949293,0.012991478,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
(주)대전방송,0.147575259,-0.012763899,4.256744974,0.259811878,0.029338581,0.084987173,0.002892696,0,0.094922938,0,0.01650896,0,0,0,0.025147953,-0.138019752,0.582765655,0.506677482,0,-0.084312894,0,0,0,3545.36625,0.740188122,7.55287E-05,-0.000106708,0,0,0,-0.117581557,0,0.01650896,적정의견
주식회사에쓰씨케이,0.259824116,0.099484958,0.556726065,0.900596354,0.006871158,0.389422439,0.307327963,0,0.127922773,0,0.054022319,0,0,0,0.619014131,0.455846426,0.019511972,-0.056576202,0.18993776,0.105624865,0.010854974,0,0,177.993737,0.099403702,0.000121077,-6.11598E-05,0.035661889,0,0.184416251,0.066834694,-0.035661889,0.054022319,적정의견
(주)케이엔엔,0.129009126,-0.031330033,6.109587208,0.445026484,0.009691304,0.047921056,-0.034173421,0,0.122922076,0,0.057805765,0,0,0,0.019408636,-0.143759069,0.274583666,0.198495492,0.003654469,-0.080658425,0.000663331,0,0,0,0.554973516,0,-0.000182236,0.016466616,0,0.002071398,-0.115510158,-0.016466616,0.057805765,0
대상정보기술주식회사,0.230702063,0.070362905,4.064015785,0.092824636,0,0.485873745,0.403779269,0,0,0,0,0,0,0,0.080093194,-0.083074511,0.079353812,0.003265639,0.012875285,-0.071437609,0.056188662,1,1,39.72877946,0.907175364,0.045088402,0.044906165,0.019111506,0,0.05766169,-0.059919866,-0.019111506,0,적정의견
주식회사광주방송,0.0015594,-0.158779758,3.686996474,0.288357949,8.33161E-05,0.054777143,-0.027317334,0,0.286116217,0,0.043596859,0,0,0,0.011229653,-0.151938051,0.465478267,0.389390093,0.259375381,0.175062487,0.000920403,0,0,197.573967,0.711642017,0.000727451,0.000545215,0,0,0,-0.117581557,0,0.043596859,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
(주)딜라이브강남케이블티브이,0.021934581,-0.138404578,1.63373555,1,0.008718076,0.27528255,0.193188074,0,4.11793E-05,0,20.92009953,0,0,0,0.52892135,0.365753645,0.069060302,-0.007027872,0.624591088,0.540278194,0.06926062,0,0,0,0,1.75328E-05,-0.000164704,0.141641958,0,0.008312886,-0.109268671,-0.141641958,20.92009953,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
에어미디어,0.399906416,0.239567258,23.66875228,0.855652562,0.006750091,0.05347828,-0.028616196,0,0.068687262,0,0.059842543,0,0,0,0.073681376,-0.089486329,0.225529653,0.14944148,0.910613697,0.826300803,0.00273771,1,1,2.376116349,0.144347438,0.076894305,0.076712068,0.02549973,0,0.125062404,0.007480848,-0.02549973,0.059842543,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
주식회사블루버드,0.19096766,0.030628501,4.375683117,0.371250474,-0.022568339,0.231434127,0.149339651,0,0,0,0,0,0,0,0.090829174,-0.072338531,0.07501036,-0.001077814,0.086139118,0.001826223,0.023040182,0,0,2.014036275,0.628749539,0.316143062,0.315960825,0.087954276,0,0.025162017,-0.09241954,-0.087954276,0,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
인포뱅크(주),0.206888931,0.046549773,8.808989195,0.127789377,-0.011877695,0.174915787,0.092821311,0,0.01635932,0,0.096206501,0,0,0,0.037099477,-0.126068227,0.185797142,0.109708968,0.053874768,-0.030438126,0.011419876,0,0,0,0.87221063,0,-0.000182236,0.045284821,0,0.002164591,-0.115416966,-0.045284821,0.096206501,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
(주)케이엘넷,0.105416974,-0.054922184,39.82134562,0.283076361,-0.003116904,0.023636264,-0.058458212,0,0.292601953,0,0.013595852,0,0,0,0.054211316,-0.108956388,0.296938322,0.220850148,0.041751508,-0.042561387,0.040036993,0,0,0,0.716923618,0,-0.000182236,0.032623626,0,0.026479244,-0.091102312,-0.032623626,0.013595852,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
심플렉스인터넷(주),0.058133828,-0.102205331,9.275617249,1,0,0.071571171,-0.010523305,0,0.09210874,0,0.02263823,0,0,0,0.318363277,0.155195572,0.190385722,0.114297548,0.063180932,-0.021131963,0.17342923,1,1,0,0,0.013148314,0.012966077,0.026861417,0,0.171233225,0.053651669,-0.026861417,0.02263823,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
(주)매경닷컴,0.240774178,0.08043502,8.150540648,0.109740804,0.00298733,0.096258353,0.014163877,0,0.007972594,0,0.054708,0,0,0,0.023047519,-0.140120185,0.011062516,-0.065025658,0,-0.084312894,0.004250604,0,0,0,0.890259196,0,-0.000182236,0.0360915,0,0.127561499,0.009979942,-0.0360915,0.054708,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
주식회사후이즈글로벌네트워크,0.072232547,-0.088106612,24.47720097,1,-0.000564149,0.0267611,-0.055333376,0,0.366637103,0,0.048229829,0,0,0,0.138752018,-0.024415687,0.073693105,-0.002395068,0.074324181,-0.009988713,0.324357637,0.000234975,0.000234975,0,0,0,-0.000182236,0.139388771,0,0.478762215,0.361180659,-0.139388771,0.048229829,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,한정의견(불확실성)
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
(주)지란지교소프트,0.251505699,0.091166541,5.712301033,1,-0.055667597,0.105163831,0.023069354,0,0.130369089,0,0.019287772,0,0,0,0.072375313,-0.090792392,0.239300659,0.163212485,0.207645138,0.123332243,0.124314931,0,0,0,0,0.003913422,0.003731185,0.031813836,0,0.286481738,0.168900181,-0.031813836,0.019287772,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
(주)한국경제티브이,0.111844577,-0.048494582,17.49924967,1,0,0.03576707,-0.046327406,0,0.429457421,0,0.035007089,0,0,0,0.063740851,-0.099426853,0.058674091,-0.017414083,0.295694316,0.211381421,0.006938703,0,0,0,0,0,-0.000182236,0.455814383,0,0.002441406,-0.115140151,-0.455814383,0.035007089,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
(주)이니시스,0.190742058,0.030402899,23.19757005,0.251103516,0.035864849,0.030504505,-0.051589971,0,0.036513155,0,0.077294939,0,0,0,0.122025954,-0.04114175,0.099873935,0.023785761,0.05171512,-0.032597775,0.108351797,0.268411375,0.268411375,116.6694995,0.748896484,0.004542249,0.004360013,0.032132836,0,0.247963174,0.130381618,-0.032132836,0.077294939,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
엔에이치엔(주),0.082556023,-0.077783135,0,1,0,0,-0.082094477,0,0.038185106,0,0.01554961,0,0,0,0.228955694,0.065787989,0.062665437,-0.013422737,0.022723104,-0.06158979,0.02766769,0,0,0,0,0.000182242,5.20156E-09,0.011401328,0,0.117581557,2.08167E-16,-0.011401328,0.01554961,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
케이아이티(주),0.481067037,0.320727879,9.091800219,0.256331929,-0.028084525,0.080850954,-0.001243522,0,0.094880435,0,0.148184704,0,0,0,0.038354004,-0.124813701,0.016127009,-0.059961165,0,-0.084312894,0,0,0,1857.871316,0.743668071,0.000294238,0.000112001,0,0,0,-0.117581557,0,0.148184704,적정의견
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0
(주)패션플러스,0.028299621,-0.132039537,166.2221427,0.934524523,1.496243498,0.004107681,-0.077986796,0,0.045217608,0,0.0055565,0,0,0,0.294705407,0.131537703,0.027467007,-0.048621167,271.6969697,271.6126568,7.46091E-07,0,0,1.34423936,0.065475477,0.033257347,0.033075111,0.01937,0,0.022608804,-0.094972752,-0.01937,0.0055565,한정의견(감사범위제한)
