Name,총자산대비현금,산업평균대비현금,매출채권회전율,매출총이익률,대손률,총자산대비매출채권,산업평균대비매출채권,총자산대비유가증권,유가증권수익률,산업평균대비유가증권,유형자산감가상각률,산업평균대비유형자산감가상각률,총자산대비유형자산,산업평균대비유형자산,무형자산상각률,산업평균대비무형자산상각률,총자산대비무형자산,개발비계상비율,산업평균대비무형자산,재고자산회전율,매출원가율,총자산대비재고,산업평균대비재고,유효이자율,총자산대비차입금,산업평균대비차입금,역마진여부,감사의견
삼성전자,0.091489637,,6.867633162,0.404833742,0,0.095432245,,0.199518414,0.016613467,,0.010201573,,0.351432497,,0.026859925,,0.047433756,0.010464853,,4.021112446,0.668486285,0.097005044,,0.015033328,0.067285819,,0.001580139,적정의견
LG에너지솔루션,0.053983867,,6.125291907,0.218395896,0,0.12264102,,0.000949582,0.967428875,,0.009365405,,0.465019075,,0.100294273,,0.019161647,0,,3.581578175,1.444948147,0.163936229,,0.020005356,0.140954119,,0.94742352,적정의견
삼성바이오로직스,0.005948597,,0,0.463296017,1,0,,0.166125851,0.007292851,,0.001912906,,0.276921044,,0.142114674,,0.004036584,0,,0.830861716,0.735116638,0.127085247,,0.06765278,0.027276266,,-0.060359928,적정의견
SK하이닉스,0.052476056,,5.201066249,0.440771284,0,0.085770447,,0.037616212,0.008986417,,0.00412324,,0.550225232,,0.103882979,,0.052550236,0.133700358,,2.696721454,0.70799439,0.092508883,,0.076086581,0.035447235,,-0.067100164,적정의견
LG화학,0.073546725,,6.678387701,0.263002769,0,0.124903516,,0.002994761,0.542784939,,0.010038699,,0.476740296,,0.068894077,,0.047800695,0.163716814,,3.795075834,0.942464,0.161991299,,0.040848613,0.101015596,,0.501936326,적정의견
삼성SDI,0.09002729,,6.965863668,0.227076527,8.00E-05,0.07531638,,0.007112991,0.133842258,,0.006859814,,0.295588532,,0.048715636,,0.030925758,0,,4.211608306,0.899311241,0.096283735,,0.012007028,0.184424354,,0.12183523,적정의견
현대차,0.054694379,,37.36878451,0.186466952,0,0.013453064,,0.082694061,0.019488908,,0,,0.151928308,,0,,0.024992843,0.724787655,,8.21596089,0.876848378,0.049779096,,0.006482786,0.200802509,,0.013006122,적정의견
기아,0.172531197,,39.07951231,0.185009494,0.000422331,0.026741931,,0.09171788,0.023726461,,0.008834541,,0.233116405,,0.015371304,,0.042356172,0.704838843,,8.033252748,0.912569511,0.106023715,,0.022411658,0.113397956,,0.001314803,적정의견
POSCO홀딩스,0.052203807,,8.237248127,0.155649956,0.004333058,0.101307154,,0.151461478,0.026467643,,0.004866658,,0.323561559,,0.020937476,,0.045547564,0.5557288,,4.236004078,0.974113152,0.166336831,,0.030874173,0.155739662,,-0.004406529,적정의견
셀트리온,0.209429008,,1.736100051,0.578464941,0,0.194054558,,0.013049493,0.08961034,,0.002941211,,0.167499337,,0.022965106,,0.262872535,0.903091184,,1.393992557,0.494443342,0.101875991,,0.007615414,0.190638441,,0.081994926,적정의견
현대모비스,0.080726189,,5.330486125,0.126241302,0,0.151960965,,0.129904476,0.019890212,,0,,0.177352254,,0,,0.017790013,0.001201209,,8.523493754,0.939296508,0.083037205,,0.013401693,0.055976262,,0.006488519,적정의견
포스코케미칼,0.018427112,,8.316436487,0.119673182,0,0.060989504,,0.328557461,0.013669411,,0.001813758,,0.371944944,,0.049814618,,0.008677007,0.402508954,,3.975523168,1.042621909,0.112316102,,0.028305092,0.082865467,,-0.01463568,적정의견
SK이노베이션,0.069088055,,11.02524792,0.089528824,0.000364582,0.085732762,,0.081934801,0.015824734,,0.010285798,,0.390455611,,0.031528266,,0.038479061,0,,5.433626356,0.978941076,0.15838411,,0.109986181,0.072241877,,-0.094161447,적정의견
LG전자,0.113151622,,9.149819891,0.252575824,-0.003266042,0.152696958,,0.003318869,0.534360951,,0.033355092,,0.274876173,,0.052221038,,0.045684022,0.628584727,,5.725717545,0.85883407,0.182381235,,0.104259508,0.047244842,,0.430101443,적정의견
KT&G,0.081339588,,5.780348957,0.550493176,-0.006689851,0.077724793,,0.123752773,0.026385545,,0.034080745,,0.149609108,,0.098401955,,0.01252172,0,,0.989390684,0.462425488,0.204118375,,0.104277815,0.014704462,,-0.07789227,적정의견
고려아연,0.046814838,,19.34027527,0.12592231,0.000259697,0.05177162,,0.166216338,0.016768443,,0.002672429,,0.347146646,,0.003675975,,0.012377718,0,,2.997645691,1.07866567,0.291960526,,0.006063002,0.068944325,,0.010705441,적정의견
에코프로비엠,0.073392675,,6.004993984,0.127981959,0,0.17350879,,0.001284066,0.175794802,,0.002156636,,0.448045064,,0.027542329,,0.008465388,0.204979071,,3.817061559,1.314572689,0.238029269,,0.007214038,0.436739194,,0.168580764,적정의견
두산에너빌리티,0.080462061,,12.25040705,0.165276186,-0.051889061,0.038830492,,0.036123349,0.015735258,,0.008946896,,0.229209291,,0.006142356,,0.337934053,0.895513243,,5.266490896,0.78239663,0.075395406,,0.031471048,0.381209681,,-0.01573579,적정의견
삼성전기,0.119219628,,7.934309718,0.263351794,0,0.122658326,,0.006029491,0.15801642,,0,,0.466674028,,0,,0.014267411,0,,3.919412993,0.850266034,0.182913302,,0.087965515,0.0454628,,0.070050905,적정의견
현대중공업,0.141749319,,9.752223671,-0.025171667,0.074790771,0.056519846,,0.017393861,0.095769225,,0.003846478,,0.397001471,,0.003184079,,0.00526955,0.349660695,,9.481250579,1.157676984,0.059598536,,0.053956363,0.154420481,,0.041812862,적정의견
LG생활건강,0.097220031,,14.58305573,0.624312017,0.00672065,0.073440035,,0.012706695,0.061123648,,0.057585766,,0.324160764,,0.014272013,,0.287048473,0,,3.037890875,0.38607511,0.132445299,,0.019981617,0.083045244,,0.041142031,적정의견
S-Oil,0.104076475,,13.93403031,0.10081322,0.000598175,0.105439,,0.001457105,0.373338718,,0.004645975,,0.511673822,,0.043711359,,0.005797284,0,,6.965535604,1.078584642,0.189658986,,0.020907312,0.280977209,,0.352431406,적정의견
한화솔루션,0.078328473,,6.953037998,0.204768359,0.007883728,0.077096754,,0.011344295,0.089445571,,0.019047305,,0.322457868,,0.006750939,,0.078998433,0.217729505,,3.822094258,0.87097126,0.11153289,,0.031296946,0.235633191,,0.058148625,적정의견
엘앤에프,0.177376595,,3.6189849,0.080487666,0,0.175069381,,0.161965968,0.006024633,,0.002817682,,0.278766518,,0.0575017,,0.006211086,0.385257609,,3.412838035,1.632723048,0.170702094,,0.045942698,0.19304521,,-0.039918065,적정의견
아모레퍼시픽,0.087905636,,16.44228043,0.719801933,0,0.048354347,,0.097368593,0.010153199,,0.112711996,,0.41547834,,0,,0.032971957,0,,2.762720768,0.274809682,0.080635395,,0.023144117,0.080600317,,-0.012990918,적정의견
LG이노텍,0.073097619,,7.885412821,0.142552743,0,0.244834337,,5.21E-05,6.551441962,,0,,0.406437696,,0,,0.025587034,0.117413821,,9.206140142,1.184286508,0.17981528,,0.096045658,0.055223553,,6.455396303,적정의견
SK바이오사이언스,0.046456191,,24.44355526,0.613867122,-0.000247224,0.018011259,,0.733647627,0.000979608,,0.007025588,,0.099645847,,0.039856909,,0.008085458,0.216911986,,2.65626464,0.803969876,0.063999103,,0.045983845,0.035317656,,-0.045004237,적정의견
롯데케미칼,0.070087543,,9.520817651,0.135976104,-0.00017725,0.083220352,,0.126351281,0.012720567,,0.003488669,,0.328088335,,0.007422243,,0.059260938,0,,5.605536481,1.033047411,0.12212719,,0.030380419,0.122582966,,-0.017659852,적정의견
CJ제일제당,0.040842946,,10.04894533,0.219941455,0.004322487,0.097413508,,0.012091151,0.105322778,,0.015227652,,0.415584873,,0.027024591,,0.168317408,0.698014791,,8.770286956,0.844060798,0.087066896,,0.053288385,0.190610653,,0.052034393,적정의견
F&F,0.012704278,,10.88232996,0.73121556,0.000293127,0.087297651,,0.006133899,0.181007476,,0.380972522,,0.062372279,,0.053729993,,0.014813099,0,,1.208239022,0.26878444,0.211337085,,0.010478565,0.39424548,,0.170528912,적정의견
한국조선해양,0.167348858,,18.53472689,-0.033352164,0.109389638,0.030627198,,0.031188023,0.074576696,,0.003713934,,0.36170366,,0,,0.004892662,0.351896723,,10.30161595,1.053768933,0.056942489,,0.045620259,0.142743096,,0.028956437,적정의견
LG디스플레이,0.092822488,,6.531020994,0.177558617,0,0.119901642,,0.02126899,0.109534348,,0.012989406,,0.538820792,,0,,0.04311149,0.241559551,,7.334384658,0.949799067,0.087810709,,0.092685833,0.122749431,,0.016848516,적정의견
HD현대,0.059668437,,9.443626968,0.094684542,0.006860349,0.083253324,,0.038340964,0.024929967,,0.009793903,,0.376104272,,0,,0.085557463,0.336504718,,4.336066094,1.037687674,0.164151347,,0.045909393,0.178418449,,-0.020979426,적정의견
한국항공우주,0.151418071,,10.44612539,0.119798042,0.037923476,0.041891746,,0.033729484,0.016795555,,0.00397651,,0.1477761,,0.00695366,,0.106852472,0.914143861,,1.702563348,0.796224749,0.226236538,,0.213679928,0.018664938,,-0.196884373,적정의견
SK아이이테크놀로지,0.073999749,,5.23830222,0.317965992,0,0.036193833,,0.235147542,0.010821566,,0.000895894,,0.592250627,,0.105717407,,0.005186761,0,,4.46120951,0.924599247,0.02898535,,0.051596979,0.096341211,,-0.040775413,적정의견
오리온,0.176388966,,13.35588258,0.401778819,0.000121873,0.056519226,,0.05573624,0.083129652,,0.014401875,,0.568420854,,0.072451534,,0.018376751,0,,6.759112914,0.639669432,0.066809909,,0.036933243,0.055439626,,0.04619641,적정의견
한온시스템,0.1704892,,8.328226515,0.115486786,-0.004904847,0.107206757,,0.002561701,0.310359562,,0.008269843,,0.283749408,,0.00934196,,0.217419081,0.808725301,,8.02633567,0.912476441,0.098392432,,0.04270265,0.243574585,,0.267656913,적정의견
삼성중공업,0.04705769,,58.25412862,-0.115623955,0.568049226,0.009364705,,0.091621365,0.00980881,,0.005408123,,0.462469897,,0,,0.002011973,0,,4.966050612,1.0638929,0.122554005,,0.042797403,0.2599718,,-0.032988593,적정의견
현대제철,0.037279651,,7.278552332,0.154204868,0.000211214,0.084750402,,0.034543979,0.037961633,,0.001298699,,0.519714648,,0.000683938,,0.036837334,1,,2.871496685,0.944501043,0.181695277,,0.083286792,0.098544602,,-0.045325159,적정의견
금호석유,0.076757323,,10.16878689,0.318855659,-0.000230731,0.102534756,,0.140627649,0.011012117,,0.001912649,,0.420938986,,0.023607654,,0.006325941,0.06400289,,7.386383042,0.948354558,0.096149621,,0.024530346,0.136537864,,-0.013518229,적정의견
유한양행,0.102924875,,3.660443135,0.310846855,-0.003068841,0.187146815,,0.074425314,0.028597786,,0.033649756,,0.134418396,,0.027536586,,0.035551805,0.400343014,,4.23305181,0.728792411,0.111526549,,0.018269254,0.065404132,,0.010328532,적정의견
SKC,0.116851022,,7.208556593,0.255374611,-0.002629941,0.076230512,,0.001659838,0.415599761,,0.005066813,,0.402318144,,0.020626733,,0.207468314,0.40165199,,4.905706899,0.922582183,0.083409092,,0.044453954,0.278207508,,0.371145808,적정의견
한국타이어앤테크놀로지,0.090742468,,5.117840314,0.272687597,-0.002180469,0.119220063,,0.081152927,0.021467278,,0.021925836,,0.327589978,,0.068836435,,0.02252558,0,,2.738515368,0.760909756,0.162047334,,0.050086417,0.074652921,,-0.028619138,적정의견
HLB,0.134190721,,2.051623341,0.301713197,0.020072774,0.045764236,,0.038254716,0.045090787,,0.061499045,,0.055746867,,0.024317494,,0.45655457,0.003902526,,3.53042339,0.889624255,0.018570812,,0.083067998,0.058715677,,-0.03797721,적정의견
한화에어로스페이스,0.228870981,,6.355701213,0.201914315,-0.000231724,0.091377813,,0.008901037,0.141871962,,0.018027111,,0.171839051,,0.019993765,,0.17899871,0.739928265,,3.190283867,0.903457963,0.145286221,,0.052334972,0.110742581,,0.08953699,적정의견
두산밥캣,0.110916096,,15.08276042,0.212104947,0.002620521,0.044939236,,0.002726105,0.106798159,,0.006718799,,0.111219664,,0.00230333,,0.538086934,0.607667808,,3.973418626,0.941117641,0.134403496,,0.44522531,0.014545964,,-0.338427151,적정의견
현대로템,0.077846126,,10.77646172,0.088001432,0.004507292,0.064899542,,0.004204334,0.268779395,,0.002532156,,0.288786019,,0.16439336,,0.019158456,0.692740981,,9.99334948,0.968215109,0.063826482,,0.030150034,0.258498841,,0.238629362,적정의견
현대미포조선,0.103233083,,138.6926197,-0.041917807,-0.131332784,0.005367619,,0.039960528,0.070060777,,0.004850303,,0.421933343,,0,,0.000453532,0,,11.32901139,1.0405138,0.068466241,,0.009043525,0.099590334,,0.061017253,적정의견
에스디바이오센서,0.293363236,,14.11344189,0.535853797,0.006351871,0.069082219,,0.357300273,0.006242207,,0.025623065,,0.06892496,,0.013309337,,0.012659594,0,,4.191614458,0.870060924,0.10796244,,0.002756243,0.058995967,,0.003485964,적정의견
씨에스윈드,0.147589049,,3.095625888,0.143136819,0.000371583,0.219148265,,0.009359882,0.099850038,,0.009041398,,0.287476268,,0.050514833,,0.071827303,0,,2.938651148,1.040923071,0.19781078,,0.021704368,0.230981157,,0.07814567,적정의견
한미약품,0.10802991,,5.533716171,0.525897429,0,0.112265672,,0.001295858,2.338388732,,0,,0.487689117,,0,,0.041394346,0.177258336,,2.280012444,0.504408218,0.129181092,,0.023312579,0.367148423,,2.315076153,적정의견
쌍용C&E,0.030347766,,5.305239703,0.255458278,0.000881627,0.087849211,,0.000232213,2.176330029,,0.00270459,,0.661227003,,0.014187377,,0.102536598,0,,8.110755394,0.794518691,0.042782938,,0.083929743,0.103337074,,2.092400285,적정의견
일진머티리얼즈,0.133773261,,4.496160604,0.163534879,0.001163786,0.087375127,,0.226378828,0.001712056,,0.003215251,,0.384244302,,0.054904601,,0.004699311,0,,4.272644626,0.973356312,0.076909626,,0.265000342,0.007384625,,-0.263288286,적정의견
리노공업,0.165558192,,7.921012362,0.468429134,0.000221996,0.075841072,,0.441192709,0.00862087,,0.002996156,,0.266702629,,0.086350543,,0.004345045,0,,12.84209354,0.685454021,0.024866261,,0.06164845,0.000229139,,-0.05302758,적정의견
아모레G,0.108307981,,17.07346051,0.725583283,0,0.038808817,,0.147302528,0.008775895,,0.111681356,,0.363261793,,0,,0.087512363,0,,2.692566126,0.265089799,0.067529907,,0.022895608,0.07782598,,-0.014119713,적정의견
셀트리온제약,0.125706288,,2.312476713,0.29907651,-0.001352028,0.270313993,,0.012502266,0.050078871,,0.003703178,,0.377765762,,0.002908997,,0.061813299,0.379061262,,4.374683173,1.040499698,0.10015437,,0.02038277,0.412075965,,0.029696101,적정의견
천보,0.087330856,,4.613373129,0.200350214,0,0.145498304,,0.065288432,0.012549691,,0.0031583,,0.366200637,,0.017777005,,0.00291402,0,,3.496170863,1.15847456,0.15352662,,0.010475127,0.19583338,,0.002074564,적정의견
한솔케미칼,0.055172129,,8.256940131,0.348609136,-0.001827833,0.077763091,,0.112797193,0.016712435,,0.003024814,,0.52216943,,0.017120231,,0.055601242,2.79E-05,,4.995090338,0.777400087,0.083731903,,0.065906754,0.073170542,,-0.049194319,적정의견
OCI,0.122490997,,6.080456467,0.279328601,-0.00169387,0.093531965,,0.07076084,0.021305226,,0.004622715,,0.28365635,,0.08801828,,0.006720141,0.166083736,,1.456880244,0.893259623,0.281325872,,0.038846282,0.162274761,,-0.017541056,적정의견
HL만도,0.14940409,,4.52132191,0.146612664,0.000986425,0.238353213,,0.004786169,0.303801908,,0.010022082,,0.384447669,,0.043565694,,0.019964927,0.093102912,,9.641781843,0.889537639,0.095383956,,0.059630751,0.149364467,,0.244171156,적정의견
두산퓨얼셀,0.008604484,,13.06837131,0.126376546,0.051848644,0.041762476,,0.259156554,0.001012115,,0.01812917,,0.130107201,,0.032496185,,0.053346571,1,,1.594233693,0.939131217,0.299074931,,1.755506298,0.004109557,,-1.754494183,적정의견
한화,0.02716109,,14.92355037,0.107965981,0.004797979,0.017495241,,0.002879426,0.091733468,,0.01108436,,0.055962679,,0.016831762,,0.018314048,1,,9.121730497,0.917105804,0.025532672,,0.037732949,0.051667776,,0.054000519,적정의견
한화시스템,0.42031433,,11.83018719,0.135736346,0,0.045354636,,0.006848896,0.318003474,,0.047717461,,0.065969694,,0.024752243,,0.144355221,1,,4.447490463,1.026391454,0.104266437,,0.07950073,0.013553816,,0.238502744,적정의견
KCC,0.04202239,,5.735773287,0.22580207,-0.003068906,0.079529988,,0.048176662,0.085114657,,0.011510879,,0.276443658,,0.028650267,,0.098076808,0,,3.481520452,0.997580792,0.101439232,,0.067175717,0.16456029,,0.017938939,적정의견
대한전선,0.104106201,,6.249015355,0.062460019,-5.00E-05,0.224991558,,0.00717287,0.054161614,,0.008548575,,0.271355689,,0.242949925,,0.006179019,1,,5.350289703,1.091178848,0.246371412,,0.026615625,0.511696225,,0.027545989,적정의견
대우조선해양,0.167457836,,17.4837512,-0.3448294,-0.085369268,0.024156032,,0.032571572,0.115278361,,0.000913414,,0.326587063,,0,,0.000113692,0.003988644,,5.296913606,0.910722839,0.107227091,,0.031371555,0.345993267,,0.083906806,적정의견
LIG넥스원,0.028926112,,14.07514525,0.127082983,0,0.050240409,,0.006992656,0.132688688,,0.00537922,,0.288422983,,0.002645443,,0.057297436,0.792686019,,7.275627452,0.978807655,0.084841542,,0.058504877,0.092746037,,0.074183811,적정의견
농심,0.054303677,,11.88808085,0.307216413,0.001067876,0.077245369,,0.13755425,0.019160227,,0.026845011,,0.492262892,,0.022595939,,0.015254096,0,,7.206307892,0.723788969,0.088281353,,0.124585997,0.005430237,,-0.10542577,적정의견
DB하이텍,0.118080761,,9.001939933,0.440606337,0,0.087058705,,0.186265256,0.008881204,,0.002950768,,0.424400814,,0.356549276,,0.012426053,0.180183055,,10.29256126,0.689129056,0.042593409,,0.03046857,0.069497983,,-0.021587366,적정의견
코스모신소재,0.057527035,,11.12064757,0.13064374,1.26E-05,0.078932967,,0.029904886,0.060555011,,0.004303183,,0.64101151,,0.117533248,,0.003326725,0,,5.453543474,1.05800659,0.139928929,,0.023235676,0.251408198,,0.037319336,적정의견
하이트진로,0.129389715,,6.378761651,0.420551766,-0.01097968,0.095110128,,0.061948944,0.017402914,,0.01814295,,0.538001995,,0,,0.041897457,0,,6.806086235,0.589657343,0.051651191,,0.039493854,0.257458092,,-0.02209094,적정의견
더블유씨피,0.155790212,,2.07010252,0.271012988,-0.001715374,0.14223103,,0,1,,0.001087085,,0.625205176,,0.050436551,,0.007695543,0,,5.573373841,1.22125429,0.038511268,,0.105387733,0.138029551,,0.894612267,적정의견
오뚜기,0.085300554,,13.58832988,0.16121775,0.001312052,0.077354256,,0.09199132,0.014786369,,0.007339219,,0.482094863,,0.112634494,,0.02301204,0,,6.686932525,0.895744324,0.131847708,,0.014893679,0.231769735,,-0.00010731,적정의견
효성첨단소재,0.011548294,,5.509426276,0.176768036,0.001525216,0.224507916,,0.003361117,0.036414148,,0.006695937,,0.420920779,,0.030798215,,0.012591786,0,,5.251738273,0.982246221,0.193890792,,0.015191357,0.780594676,,0.02122279,적정의견
LS ELECTRIC,0.25086317,,4.868310687,0.182548074,0,0.195974645,,0.009843716,0.355790694,,0.069002776,,0.201759498,,0,,0.036359605,1,,8.341759724,0.882141248,0.09349378,,0.042827996,0.12423775,,0.312962698,적정의견
대웅제약,0.053637928,,9.482378126,0.472469538,0.017477707,0.085919413,,0.069833248,0.025994916,,0.011769744,,0.274148538,,0.009201672,,0.159109649,0.39448751,,3.474575727,0.549303242,0.123695623,,0.032733326,0.221232389,,-0.00673841,적정의견
금양,0.114659105,,3.699815634,0.19459365,0.011583179,0.186912131,,0.010370309,0.111541956,,0.019543027,,0.245939397,,0,,2.79E-06,0,,2.921037367,0.928424279,0.190675769,,0.038722185,0.50389361,,0.072819771,적정의견
동진쎄미켐,0.194920002,,5.355705993,0.206814336,0.003269742,0.182796467,,0.04670972,0.023385028,,0.023111547,,0.378014671,,0.043396832,,0.007085962,0,,5.813006227,0.929060741,0.133585277,,0.018936338,0.44196181,,0.004448689,적정의견
솔브레인,0.203252952,,8.129630575,0.249410622,0.03646393,0.151754747,,0.019449818,0.032311053,,0.004700458,,0.433653696,,0.006405848,,0.007347111,0,,7.402699805,1.028846485,0.125090801,,0.015270262,0.056331948,,0.017040791,적정의견
오스템임플란트,0.170135376,,8.037634589,0.601921525,0.029895885,0.089064483,,0.025296376,0.08482467,,0.010493592,,0.344720729,,0,,0.006498911,0.051469335,,2.232199528,0.487197378,0.127664013,,0.020227799,0.450528246,,0.064596871,적정의견
현대두산인프라코어,0.114042326,,8.31300923,0.193056688,0.011842468,0.115548731,,0.174429669,0.010048273,,0.017353459,,0.243091667,,0.102726924,,0.034585875,0.429821399,,3.439941343,0.663212151,0.225328141,,0.05444424,0.362290882,,-0.044395967,적정의견
현대위아,0.056140733,,5.04888358,0.066021816,0,0.192395594,,0.156426338,0.019165552,,0.00194033,,0.400356436,,0.033654775,,0.020701059,0.716089729,,8.626446893,0.984026999,0.105170819,,0.06584026,0.108854925,,-0.046674708,적정의견
롯데정밀화학,0.084015577,,5.815608313,0.196141329,-2.84E-05,0.112402599,,0.026512882,0.020692359,,0.009460479,,0.281175029,,0.091127672,,0.007483847,0,,5.853162607,0.985789834,0.089776075,,0.026260307,0.005024558,,-0.005567948,적정의견
씨젠,0.290076281,,4.052544126,0.733000023,0.003926046,0.227066239,,0.0277384,0.031239732,,0.083841577,,0.159726592,,0.150186923,,0.007692062,0.014677766,,1.706624961,0.419418018,0.143963849,,0.039275695,0.064310429,,-0.008035963,적정의견
효성티앤씨,0.031760526,,6.903004478,0.197658315,-0.000473797,0.275106092,,0.00870971,0.100826304,,0.008653929,,0.343895835,,0.079336285,,0.005870015,0,,6.834519761,1.048127149,0.222940882,,0.019801063,0.366020336,,0.081025241,적정의견
SK케미칼,0.064620607,,11.60210298,0.42178708,-0.000764952,0.045532044,,0.45414571,0.001927907,,0.002962808,,0.252613404,,0.089637273,,0.011230145,0.132237898,,3.459074793,0.823559076,0.088304269,,0.045037853,0.059499929,,-0.043109946,적정의견
현대일렉트릭,0.16018663,,4.074491675,0.130192449,0.001592804,0.200112597,,0.010032131,0.157329566,,0.012056074,,0.233075051,,0.045825211,,0.023782905,0.317374015,,4.399208109,0.87457028,0.16121169,,0.048857139,0.228392719,,0.108472427,적정의견
녹십자,0.075568375,,3.716431157,0.338525527,0.017047253,0.168061199,,0.007086024,0.095432886,,0.007562524,,0.324543001,,0.007523273,,0.112668375,0.347267355,,2.235791914,0.69371607,0.184788635,,0.036198027,0.14026402,,0.059234859,적정의견
성일하이텍,0.10811107,,16.50887379,0.185156723,0,0.044689109,,0.007135553,0.059204503,,0.005497872,,0.534245321,,0.251522989,,0.001046122,0,,3.018040178,1.370726298,0.199190314,,0.113163718,0.274096724,,-0.053959215,0
동원시스템즈,0.049619685,,5.418335075,0.124388254,0.015501995,0.154731047,,0.067958089,0.018251341,,0.002226605,,0.411211831,,0.026445408,,0.115711437,0.002906846,,4.995279508,0.974520011,0.146958635,,0.023250839,0.320792084,,-0.004999498,적정의견
쌍용차,0.02934456,,22.39529646,0.023788583,0.003166161,0.05822687,,0.011420287,0.055910722,,0.011511003,,0.639618253,,0.014467544,,0.094324486,0.918695627,,15.2278988,0.790214771,0.083595742,,0.038534744,0.21478228,,0.017375977,적정의견
롯데칠성,0.106921312,,11.62305551,0.417308509,0.007501026,0.059945556,,0.005875458,0.233824642,,0.025412842,,0.569450412,,0.100561432,,0.029292038,0,,4.781964906,0.608991524,0.084900372,,0.07168046,0.136450497,,0.162144181,적정의견
에스티팜,0.078632117,,2.631357961,0.348602344,-0.002207239,0.126260766,,0.10833688,0.017391609,,0.012645977,,0.419392744,,0.0168177,,0.025310326,0,,1.335224713,0.845143719,0.162084014,,0.330874227,0.031264189,,-0.313482618,적정의견
에스에프에이,0.145461574,,7.00833878,0.177706467,-0.015394499,0.117250182,,0.094004409,0.043512527,,0.003906741,,0.252202806,,0.035409062,,0.03294087,0.074504039,,7.434866338,0.822461195,0.09088293,,0.041662115,0.068726045,,0.001850412,적정의견
LX세미콘,0.115658949,,10.83413806,0.346785656,0,0.149475834,,0.403411617,0.008691952,,0.133502957,,0.042866758,,0.043516755,,0.042826693,0,,6.167306041,0.947349432,0.171524264,,0.048744292,0.003050415,,-0.040052339,적정의견
휴젤,0.291304802,,8.621459062,0.737494068,0.031670826,0.028161015,,0.259733797,0.019886883,,0.037093324,,0.094732631,,0.021384399,,0.195524333,0.834922293,,2.352156942,0.292182798,0.027095795,,0.577420298,0.00638328,,-0.557533415,적정의견
영풍,0.024441312,,7.902022583,0.0352979,-6.89E-05,0.082106687,,0.084451118,0.016980091,,0.003042921,,0.161136899,,0.108675854,,0.001415456,0,,4.856249836,1.052516054,0.128886965,,0.007035099,0.122159795,,0.009944992,적정의견
대주전자재료,0.114826442,,5.453999125,0.209773482,-0.000402021,0.122101053,,0.046816857,0.00849247,,0.00336794,,0.57697286,,0.2415357,,0.004221605,0,,6.659285734,1.003059405,0.079023893,,0.027166698,0.423232943,,-0.018674228,적정의견
원익IPS,0.032267717,,35.04584431,0.382714869,0.135132616,0.030115631,,0.143523551,0.016388943,,0.01700852,,0.28573708,,0.162412721,,0.036816998,0.002922987,,2.304455414,0.762596336,0.282713145,,0.084175839,0.000760227,,-0.067786896,적정의견
솔루스첨단소재,0.137987112,,4.926534529,0.2050255,-0.000904741,0.076483027,,0.000113681,1.956521739,,0.009568211,,0.528866049,,0.188712877,,0.019455019,0.285651068,,2.172028334,1.226255996,0.137909541,,0.014839168,0.316494932,,1.941682571,적정의견
한미반도체,0.115560493,,3.441722784,0.483012109,0.021207132,0.252571146,,0.000162202,0.895075469,,0.00998,,0.251876679,,0.041185973,,0.010632363,0,,2.247967029,0.770737635,0.199917152,,0.12500853,0.000682706,,0.770066939,적정의견
동화기업,0.017676107,,8.824463828,0.251765939,-0.000173481,0.059665451,,0.091571809,0.02954597,,0.00482439,,0.559816934,,0.042587582,,0.068689503,0,,5.254075148,0.873999538,0.07498121,,0.021995475,0.334568089,,0.007550494,적정의견
동국제강,0.063978724,,8.866765954,0.160370636,-0.002439485,0.128915591,,0.006247885,0.070853173,,0.003539217,,0.531497514,,0,,0.007821973,0,,4.478455262,1.007322715,0.214303897,,0.017374083,0.593797131,,0.05347909,적정의견
에스엘,0.122130669,,4.862611432,0.09551736,0.002596132,0.240385194,,0.062194185,0.045102663,,0.004477938,,0.251458373,,0.109638011,,0.006818093,0,,7.52249613,1.048281902,0.140545047,,0.007916503,0.305175561,,0.037186161,적정의견
코오롱인더,0.042945107,,6.252273039,0.279250212,-0.004401785,0.133122461,,0.013976179,0.241738221,,0.020384579,,0.431773216,,0.062508761,,0.023837004,0.234905993,,3.332985175,0.773075025,0.1799867,,0.018680679,0.413403837,,0.223057542,적정의견
티씨케이,0.137843749,,7.811200175,0.458416144,-1.42E-05,0.088948824,,0.384801836,0.010668115,,0.006185808,,0.278231198,,0.081029522,,0.004788603,0,,4.170587358,0.656261716,0.090224912,,0.05086544,0.000839246,,-0.040197325,적정의견
삼강엠앤티,0.130475239,,20.30398397,0.086223394,0.008599339,0.033509196,,0.035284178,0.011052731,,0.001714704,,0.57972892,,0.172677467,,0.003293366,0,,15.85027116,1.048845128,0.039223705,,0.050180439,0.527719667,,-0.039127708,적정의견
후성,0.063849041,,8.640403081,0.277078948,-0.006986239,0.071592436,,0.037890999,0.011449405,,0.011068386,,0.61202153,,0.045737598,,0.003768616,7.66E-07,,4.446517663,0.927175667,0.100570821,,0.074280901,0.196377863,,-0.062831495,적정의견
HPSP,0.591947304,,15.85082255,0.671686507,-0.000413752,0.063178098,,0,1,,0.255164388,,0.011310937,,0.057984115,,0.002946199,0,,1.717129591,0.507581072,0.191471444,,0.264171421,0.007140268,,0.735828579,0
